Sub,Subject,Location,Country,Year,Unit Code,Unit,Power Code,Power Code,Value,Power Code
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,MEX,Mexico,2014,PC,Percentage,0,Units,26.920234999999998,0
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,MEX,Mexico,2015,PC,Percentage,0,Units,28.319708000000002,0
VALADDAC_T1E,Value added in Information and communication,MEX,Mexico,2011,PC,Percentage,0,Units,2.2668169999999996,0
VALADDAC_T1E,Value added in Information and communication,MEX,Mexico,2012,PC,Percentage,0,Units,2.1307292999999996,0
VALADDAC_T1E,Value added in Information and communication,MEX,Mexico,2013,PC,Percentage,0,Units,2.1529274,0
VALADDAC_T1E,Value added in Information and communication,MEX,Mexico,2014,PC,Percentage,0,Units,2.0964629,0
VALADDAC_T1E,Value added in Information and communication,MEX,Mexico,2015,PC,Percentage,0,Units,1.981798,0
VALADDAC_T1F,Value added in financial and insurance activities,MEX,Mexico,2011,PC,Percentage,0,Units,3.3318431000000004,0
VALADDAC_T1F,Value added in financial and insurance activities,MEX,Mexico,2012,PC,Percentage,0,Units,3.265108,0
VALADDAC_T1F,Value added in financial and insurance activities,MEX,Mexico,2013,PC,Percentage,0,Units,3.7231306000000006,0
VALADDAC_T1F,Value added in financial and insurance activities,MEX,Mexico,2014,PC,Percentage,0,Units,3.7157455,0
VALADDAC_T1F,Value added in financial and insurance activities,MEX,Mexico,2015,PC,Percentage,0,Units,3.6916754000000003,0
VALADDAC_T1G,Value added in real estate activities,MEX,Mexico,2011,PC,Percentage,0,Units,11.57236,0
VALADDAC_T1G,Value added in real estate activities,MEX,Mexico,2012,PC,Percentage,0,Units,11.181707000000001,0
VALADDAC_T1G,Value added in real estate activities,MEX,Mexico,2013,PC,Percentage,0,Units,11.400264,0
VALADDAC_T1G,Value added in real estate activities,MEX,Mexico,2014,PC,Percentage,0,Units,11.300277000000001,0
VALADDAC_T1G,Value added in real estate activities,MEX,Mexico,2015,PC,Percentage,0,Units,11.149485,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,MEX,Mexico,2011,GRWH,Growth rate,0,Units,-3.7636001000000006,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,MEX,Mexico,2012,GRWH,Growth rate,0,Units,6.3564877,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,MEX,Mexico,2013,GRWH,Growth rate,0,Units,2.2802381,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,MEX,Mexico,2014,GRWH,Growth rate,0,Units,3.7806531000000003,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,MEX,Mexico,2015,GRWH,Growth rate,0,Units,2.0684695,0
EVOVA_T1B,Real value added in industry; including energy,MEX,Mexico,2011,GRWH,Growth rate,0,Units,2.488534,0
EVOVA_T1B,Real value added in industry; including energy,MEX,Mexico,2012,GRWH,Growth rate,0,Units,2.9659752,0
EVOVA_T1B,Real value added in industry; including energy,MEX,Mexico,2013,GRWH,Growth rate,0,Units,0.21553328,0
EVOVA_T1B,Real value added in industry; including energy,MEX,Mexico,2014,GRWH,Growth rate,0,Units,2.5556897000000003,0
EVOVA_T1B,Real value added in industry; including energy,MEX,Mexico,2015,GRWH,Growth rate,0,Units,0.86074193,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,MEX,Mexico,2011,GRWH,Growth rate,0,Units,6.6428633,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,MEX,Mexico,2012,GRWH,Growth rate,0,Units,3.8880166,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,MEX,Mexico,2013,GRWH,Growth rate,0,Units,1.9142406000000003,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,MEX,Mexico,2014,GRWH,Growth rate,0,Units,3.385424,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,MEX,Mexico,2015,GRWH,Growth rate,0,Units,4.5196765,0
EVOVA_T1E,Real value added in Information and communication,MEX,Mexico,2011,GRWH,Growth rate,0,Units,3.8188197,0
EVOVA_T1E,Real value added in Information and communication,MEX,Mexico,2012,GRWH,Growth rate,0,Units,11.83164,0
EVOVA_T1E,Real value added in Information and communication,MEX,Mexico,2013,GRWH,Growth rate,0,Units,4.1157344,0
EVOVA_T1E,Real value added in Information and communication,MEX,Mexico,2014,GRWH,Growth rate,0,Units,4.7455421,0
EVOVA_T1E,Real value added in Information and communication,MEX,Mexico,2015,GRWH,Growth rate,0,Units,16.365123,0
EVOVA_T1F,Real value added in financial and insurance activities,MEX,Mexico,2011,GRWH,Growth rate,0,Units,4.0010056,0
EVOVA_T1F,Real value added in financial and insurance activities,MEX,Mexico,2012,GRWH,Growth rate,0,Units,13.713365,0
EVOVA_T1F,Real value added in financial and insurance activities,MEX,Mexico,2013,GRWH,Growth rate,0,Units,15.363876999999999,0
EVOVA_T1F,Real value added in financial and insurance activities,MEX,Mexico,2014,GRWH,Growth rate,0,Units,8.3974531,0
EVOVA_T1F,Real value added in financial and insurance activities,MEX,Mexico,2015,GRWH,Growth rate,0,Units,14.576270999999998,0
EVOVA_T1G,Real value added in real estate activities,MEX,Mexico,2011,GRWH,Growth rate,0,Units,2.9055,0
EVOVA_T1G,Real value added in real estate activities,MEX,Mexico,2012,GRWH,Growth rate,0,Units,2.4813137999999997,0
EVOVA_T1G,Real value added in real estate activities,MEX,Mexico,2013,GRWH,Growth rate,0,Units,0.90482359,0
EVOVA_T1G,Real value added in real estate activities,MEX,Mexico,2014,GRWH,Growth rate,0,Units,1.7538958999999998,0
EVOVA_T1G,Real value added in real estate activities,MEX,Mexico,2015,GRWH,Growth rate,0,Units,2.469388,0
SME_T1C,Number of employees in manufacturing in enterprises with 20-49 persons engaged,MEX,Mexico,2012,PC,Percentage,0,Units,5.9544819,0
SME_T1D,Number of employees in manufacturing in enterprises with 50-249 persons engaged,MEX,Mexico,2012,PC,Percentage,0,Units,14.797285,0
SME_T1E,Number of employees in manufacturing in enterprises with 250 or more persons engaged,MEX,Mexico,2012,PC,Percentage,0,Units,45.245387,0
SME_T1F,Number of enterprises in manufacturing with less than 10 persons engaged,MEX,Mexico,2012,PC,Percentage,0,Units,93.87751,0
SME_T1G,Number of enterprises in manufacturing with 10-19 persons engaged,MEX,Mexico,2012,PC,Percentage,0,Units,2.7530831,0
SME_T1J,Number of enterprises in manufacturing with 250 or more persons engaged,MEX,Mexico,2012,PC,Percentage,0,Units,0.54020213,0
NATINCCAP_T1,Gross national income per capita,MEX,Mexico,2011,USD,US Dollar,0,Units,16283.883,0
NATINCCAP_T1,Gross national income per capita,MEX,Mexico,2012,USD,US Dollar,0,Units,16887.38,0
NATINCCAP_T1,Gross national income per capita,MEX,Mexico,2013,USD,US Dollar,0,Units,16953.791,0
NATINCCAP_T1,Gross national income per capita,MEX,Mexico,2014,USD,US Dollar,0,Units,17746.168999999998,0
NATINCCAP_T1,Gross national income per capita,MEX,Mexico,2015,USD,US Dollar,0,Units,17982.686,0
HOUSINC_T1,Real household disposable income,MEX,Mexico,2011,GRWH,Growth rate,0,Units,5.7231681,0
HOUSINC_T1,Real household disposable income,MEX,Mexico,2012,GRWH,Growth rate,0,Units,-0.37075513,0
HOUSINC_T1,Real household disposable income,MEX,Mexico,2013,GRWH,Growth rate,0,Units,0.4969691,0
HOUSINC_T1,Real household disposable income,MEX,Mexico,2014,GRWH,Growth rate,0,Units,3.1552145,0
HOUSINC_T1,Real household disposable income,MEX,Mexico,2015,GRWH,Growth rate,0,Units,5.2196323,0
HOUSSAVE_T1,Household net saving rates,MEX,Mexico,2011,PC,Percentage,0,Units,15.750126000000002,0
HOUSSAVE_T1,Household net saving rates,MEX,Mexico,2012,PC,Percentage,0,Units,14.648389000000002,0
HOUSSAVE_T1,Household net saving rates,MEX,Mexico,2013,PC,Percentage,0,Units,12.228946,0
HOUSSAVE_T1,Household net saving rates,MEX,Mexico,2014,PC,Percentage,0,Units,14.061164999999999,0
HOUSSAVE_T1,Household net saving rates,MEX,Mexico,2015,PC,Percentage,0,Units,15.149034,0
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),MEX,Mexico,2012,0_TO_1,0-1 scale,0,Units,0.457,0
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),MEX,Mexico,2014,0_TO_1,0-1 scale,0,Units,0.45899999999999996,0
INCINEQUAL_T1B,Income inequality: Palma (S90/S40 disposable income decile share),MEX,Mexico,2012,S90S40,S90/S40 decile share,0,Units,2.54,0
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,MEX,Mexico,2012,S80S20,S80/S20 quintile share,0,Units,11.5,0
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,MEX,Mexico,2014,S80S20,S80/S20 quintile share,0,Units,10.4,0
INCINEQUAL_T1E,Income inequality: P90/P10 disposable income decile ratio,MEX,Mexico,2012,P90P10,Interdecile ratio P90/P10,0,Units,8.1,0
INCINEQUAL_T1E,Income inequality: P90/P10 disposable income decile ratio,MEX,Mexico,2014,P90P10,Interdecile ratio P90/P10,0,Units,7.2,0
INCINEQUAL_T1F,Income inequality: P90/P50 disposable income decile ratio ,MEX,Mexico,2012,P90P50,Interdecile ratio P90/P50,0,Units,2.8,0
INCINEQUAL_T1F,Income inequality: P90/P50 disposable income decile ratio ,MEX,Mexico,2014,P90P50,Interdecile ratio P90/P50,0,Units,2.8,0
TRADEGDP_T1A,International imports in goods and services,MEX,Mexico,2011,PC,Percentage,0,Units,32.432971,0
TRADEGDP_T1A,International imports in goods and services,MEX,Mexico,2012,PC,Percentage,0,Units,33.501678000000005,0
TRADEGDP_T1A,International imports in goods and services,MEX,Mexico,2013,PC,Percentage,0,Units,32.459224,0
TRADEGDP_T1A,International imports in goods and services,MEX,Mexico,2014,PC,Percentage,0,Units,33.071034999999995,0
TRADEGDP_T1A,International imports in goods and services,MEX,Mexico,2015,PC,Percentage,0,Units,36.602984,0
TRADEGDP_T1B,International exports in goods and services,MEX,Mexico,2011,PC,Percentage,0,Units,31.036707,0
TRADEGDP_T1B,International exports in goods and services,MEX,Mexico,2012,PC,Percentage,0,Units,32.265568,0
TRADEGDP_T1B,International exports in goods and services,MEX,Mexico,2013,PC,Percentage,0,Units,31.305653000000003,0
TRADEGDP_T1B,International exports in goods and services,MEX,Mexico,2014,PC,Percentage,0,Units,31.892545000000002,0
TRADEGDP_T1B,International exports in goods and services,MEX,Mexico,2015,PC,Percentage,0,Units,34.563331,0
MERTRADE_T2,Imports of goods,MEX,Mexico,2014,USD,US Dollar,9,Billions,399.97686,9
MERTRADE_T1,Trade balance of goods,MEX,Mexico,2014,USD,US Dollar,9,Billions,-2.8780481,9
MERTRADE_T3,Exports of goods,MEX,Mexico,2014,USD,US Dollar,9,Billions,397.09882000000005,9
SVCTRADE_T1,Trade balance of services,MEX,Mexico,2011,USD,US Dollar,9,Billions,-15.5905,9
SVCTRADE_T1,Trade balance of services,MEX,Mexico,2012,USD,US Dollar,9,Billions,-14.9051,9
SVCTRADE_T1,Trade balance of services,MEX,Mexico,2013,USD,US Dollar,9,Billions,-14.0562,9
SVCTRADE_T1,Trade balance of services,MEX,Mexico,2014,USD,US Dollar,9,Billions,-13.2778,9
SVCTRADE_T1,Trade balance of services,MEX,Mexico,2015,USD,US Dollar,9,Billions,-9.7377,9
SVCTRADE_T2,Imports of services,MEX,Mexico,2011,USD,US Dollar,9,Billions,31.4136,9
SVCTRADE_T2,Imports of services,MEX,Mexico,2012,USD,US Dollar,9,Billions,31.2979,9
SVCTRADE_T2,Imports of services,MEX,Mexico,2013,USD,US Dollar,9,Billions,32.15,9
SVCTRADE_T2,Imports of services,MEX,Mexico,2014,USD,US Dollar,9,Billions,34.46,9
SVCTRADE_T2,Imports of services,MEX,Mexico,2015,USD,US Dollar,9,Billions,32.6409,9
SVCTRADE_T3,Exports of services,MEX,Mexico,2011,USD,US Dollar,9,Billions,15.8231,9
SVCTRADE_T3,Exports of services,MEX,Mexico,2012,USD,US Dollar,9,Billions,16.3928,9
SVCTRADE_T3,Exports of services,MEX,Mexico,2013,USD,US Dollar,9,Billions,18.0938,9
SVCTRADE_T3,Exports of services,MEX,Mexico,2014,USD,US Dollar,9,Billions,21.1822,9
SVCTRADE_T3,Exports of services,MEX,Mexico,2015,USD,US Dollar,9,Billions,22.9032,9
FDIFLSTK_T1A,Outflows of foreign direct investment,MEX,Mexico,2011,USD,US Dollar,6,Millions,12636.22,6
FDIFLSTK_T1A,Outflows of foreign direct investment,MEX,Mexico,2012,USD,US Dollar,6,Millions,22470.007,6
FDIFLSTK_T1A,Outflows of foreign direct investment,MEX,Mexico,2013,USD,US Dollar,6,Millions,13138.373,6
FDIFLSTK_T1A,Outflows of foreign direct investment,MEX,Mexico,2014,USD,US Dollar,6,Millions,8304.1166,6
FDIFLSTK_T1B,Inflows of foreign direct investment,MEX,Mexico,2011,USD,US Dollar,6,Millions,23328.272,6
FDIFLSTK_T1B,Inflows of foreign direct investment,MEX,Mexico,2012,USD,US Dollar,6,Millions,19491.663,6
FDIFLSTK_T1B,Inflows of foreign direct investment,MEX,Mexico,2013,USD,US Dollar,6,Millions,44885.843,6
FDIFLSTK_T1B,Inflows of foreign direct investment,MEX,Mexico,2014,USD,US Dollar,6,Millions,24154.174,6
BOP_T1,Current account balance,MEX,Mexico,2011,PC,Percentage,0,Units,-1.061375,0
BOP_T1,Current account balance,MEX,Mexico,2012,PC,Percentage,0,Units,-1.552967,0
BOP_T1,Current account balance,MEX,Mexico,2013,PC,Percentage,0,Units,-2.4923509999999998,0
BOP_T1,Current account balance,MEX,Mexico,2014,PC,Percentage,0,Units,-1.8920990000000002,0
BOP_T1,Current account balance,MEX,Mexico,2015,PC,Percentage,0,Units,-2.609146,0
LTINTRST_T1,Long-term interest rates,MEX,Mexico,2011,PC,Percentage,0,Units,6.667778,0
LTINTRST_T1,Long-term interest rates,MEX,Mexico,2012,PC,Percentage,0,Units,5.598333,0
LTINTRST_T1,Long-term interest rates,MEX,Mexico,2013,PC,Percentage,0,Units,5.6775,0
LTINTRST_T1,Long-term interest rates,MEX,Mexico,2014,PC,Percentage,0,Units,6.014167,0
LTINTRST_T1,Long-term interest rates,MEX,Mexico,2015,PC,Percentage,0,Units,5.928333,0
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2011,IDX,Index,0,Units,110.84453,0
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2012,IDX,Index,0,Units,107.64967,0
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2013,IDX,Index,0,Units,113.55436999999999,0
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2014,IDX,Index,0,Units,112.26048999999999,0
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2015,IDX,Index,0,Units,100.0,0
WENERGYS_T1,Total primary energy supply,MEX,Mexico,2011,TOE,Tonnes of oil equivalent (toe),6,Millions,186.93,6
WENERGYS_T1,Total primary energy supply,MEX,Mexico,2012,TOE,Tonnes of oil equivalent (toe),6,Millions,191.73,6
WENERGYS_T1,Total primary energy supply,MEX,Mexico,2013,TOE,Tonnes of oil equivalent (toe),6,Millions,191.92,6
WENERGYS_T1,Total primary energy supply,MEX,Mexico,2014,TOE,Tonnes of oil equivalent (toe),6,Millions,188.18,6
WENERGYS_T1,Total primary energy supply,MEX,Mexico,2015,TOE,Tonnes of oil equivalent (toe),6,Millions,184.89,6
TPES_T1,Total primary energy supply per unit of GDP,MEX,Mexico,2011,TOE,Tonnes of oil equivalent (toe),0,Units,0.10300000000000001,0
TPES_T1,Total primary energy supply per unit of GDP,MEX,Mexico,2012,TOE,Tonnes of oil equivalent (toe),0,Units,0.102,0
TPES_T1,Total primary energy supply per unit of GDP,MEX,Mexico,2013,TOE,Tonnes of oil equivalent (toe),0,Units,0.10099999999999999,0
TPES_T1,Total primary energy supply per unit of GDP,MEX,Mexico,2014,TOE,Tonnes of oil equivalent (toe),0,Units,0.096,0
TPES_T1,Total primary energy supply per unit of GDP,MEX,Mexico,2015,TOE,Tonnes of oil equivalent (toe),0,Units,0.092,0
WELECGEN_T1,Electricity generation,MEX,Mexico,2011,TWH,Terawatt hours,0,Units,302751.0,0
WELECGEN_T1,Electricity generation,MEX,Mexico,2012,TWH,Terawatt hours,0,Units,307228.0,0
WELECGEN_T1,Electricity generation,MEX,Mexico,2013,TWH,Terawatt hours,0,Units,297326.0,0
WELECGEN_T1,Electricity generation,MEX,Mexico,2014,TWH,Terawatt hours,0,Units,301496.0,0
WELECGEN_T1,Electricity generation,MEX,Mexico,2015,TWH,Terawatt hours,0,Units,310719.0,0
NUCLEARNRJ_T1A,Nuclear electricity generation; Terawatt hours,MEX,Mexico,2014,TWH,Terawatt hours,0,Units,9.3,0
NUCLEARNRJ_T1B,Nuclear electricity generation; As a percentage of total electricity generation,MEX,Mexico,2014,PC,Percentage,0,Units,4.4,0
NUCLEARNRJ_T1C,Nuclear power plants connected to the grid,MEX,Mexico,2014,NBR,Number,0,Units,2.0,0
NUCLEARNRJ_T1D,Nuclear power plants under construction,MEX,Mexico,2014,NBR,Number,0,Units,0.0,0
RNEWABLE_T1,Contribution of renewables to energy supply,MEX,Mexico,2011,PC,Percentage,0,Units,0.0798,0
RNEWABLE_T1,Contribution of renewables to energy supply,MEX,Mexico,2012,PC,Percentage,0,Units,0.0759,0
RNEWABLE_T1,Contribution of renewables to energy supply,MEX,Mexico,2013,PC,Percentage,0,Units,0.0782,0
RNEWABLE_T1,Contribution of renewables to energy supply,MEX,Mexico,2014,PC,Percentage,0,Units,0.0847,0
RNEWABLE_T1,Contribution of renewables to energy supply,MEX,Mexico,2015,PC,Percentage,0,Units,0.0837,0
OILPROD_T1,Production of crude oil,MEX,Mexico,2011,TONNE,Tonnes,6,Millions,153672.4,6
OILPROD_T1,Production of crude oil,MEX,Mexico,2012,TONNE,Tonnes,6,Millions,152754.29,6
OILPROD_T1,Production of crude oil,MEX,Mexico,2013,TONNE,Tonnes,6,Millions,149894.72,6
OILPROD_T1,Production of crude oil,MEX,Mexico,2014,TONNE,Tonnes,6,Millions,144820.82,6
OILPROD_T1,Production of crude oil,MEX,Mexico,2015,TONNE,Tonnes,6,Millions,130948.68,6
TRANSPPASSENG_T1,Inland passenger transport,MEX,Mexico,2011,PKM,Passenger-kilometres,9,Billions,466.491,9
TRANSPPASSENG_T1,Inland passenger transport,MEX,Mexico,2012,PKM,Passenger-kilometres,9,Billions,481.66,9
TRANSPPASSENG_T1,Inland passenger transport,MEX,Mexico,2013,PKM,Passenger-kilometres,9,Billions,485.81199999999995,9
RDDEATH_T1,Road fatalities,MEX,Mexico,2011,1000000HAB,Per 1 000 000 inhabitants,0,Units,36.913158,0
RDDEATH_T1,Road fatalities,MEX,Mexico,2012,1000000HAB,Per 1 000 000 inhabitants,0,Units,37.559742,0
EMPLAGE_T1A,Employment rates for age group 15-24,MEX,Mexico,2011,PC,Percentage,0,Units,42.27063,0
EMPLAGE_T1A,Employment rates for age group 15-24,MEX,Mexico,2012,PC,Percentage,0,Units,42.79784,0
EMPLAGE_T1A,Employment rates for age group 15-24,MEX,Mexico,2013,PC,Percentage,0,Units,41.97339,0
EMPLAGE_T1A,Employment rates for age group 15-24,MEX,Mexico,2014,PC,Percentage,0,Units,41.24504,0
EMPLAGE_T1A,Employment rates for age group 15-24,MEX,Mexico,2015,PC,Percentage,0,Units,40.957370000000004,0
EMPLAGE_T1B,Employment rates for age group 25-54,MEX,Mexico,2011,PC,Percentage,0,Units,69.62615,0
EMPLAGE_T1B,Employment rates for age group 25-54,MEX,Mexico,2012,PC,Percentage,0,Units,70.59805,0
EMPLAGE_T1B,Employment rates for age group 25-54,MEX,Mexico,2013,PC,Percentage,0,Units,70.64251,0
EMPLAGE_T1B,Employment rates for age group 25-54,MEX,Mexico,2014,PC,Percentage,0,Units,70.11001999999999,0
EMPLAGE_T1B,Employment rates for age group 25-54,MEX,Mexico,2015,PC,Percentage,0,Units,70.81456,0
EMPLAGE_T1C,Employment rates for age group 55-64,MEX,Mexico,2011,PC,Percentage,0,Units,53.82958000000001,0
EMPLAGE_T1C,Employment rates for age group 55-64,MEX,Mexico,2012,PC,Percentage,0,Units,54.99568000000001,0
EMPLAGE_T1C,Employment rates for age group 55-64,MEX,Mexico,2013,PC,Percentage,0,Units,54.989380000000004,0
EMPLAGE_T1C,Employment rates for age group 55-64,MEX,Mexico,2014,PC,Percentage,0,Units,54.9527,0
EMPLAGE_T1C,Employment rates for age group 55-64,MEX,Mexico,2015,PC,Percentage,0,Units,54.71584,0
PTEMPL_T1,Incidence of part-time employment,MEX,Mexico,2011,PC,Percentage,0,Units,18.377084,0
PTEMPL_T1,Incidence of part-time employment,MEX,Mexico,2012,PC,Percentage,0,Units,18.897588,0
PTEMPL_T1,Incidence of part-time employment,MEX,Mexico,2013,PC,Percentage,0,Units,18.445012,0
PTEMPL_T1,Incidence of part-time employment,MEX,Mexico,2014,PC,Percentage,0,Units,18.158072,0
PTEMPL_T1,Incidence of part-time employment,MEX,Mexico,2015,PC,Percentage,0,Units,18.113013,0
SELFEMPL_T1A,Self-employment rates: women,MEX,Mexico,2012,PC,Percentage,0,Units,35.061690000000006,0
SELFEMPL_T1A,Self-employment rates: women,MEX,Mexico,2013,PC,Percentage,0,Units,33.814029999999995,0
SELFEMPL_T1A,Self-employment rates: women,MEX,Mexico,2014,PC,Percentage,0,Units,32.73703,0
SELFEMPL_T1B,Self-employment rates: men,MEX,Mexico,2012,PC,Percentage,0,Units,32.84449,0
SELFEMPL_T1B,Self-employment rates: men,MEX,Mexico,2013,PC,Percentage,0,Units,32.47551,0
SELFEMPL_T1B,Self-employment rates: men,MEX,Mexico,2014,PC,Percentage,0,Units,31.65274,0
SELFEMPL_T1C,Self-employment rates: total,MEX,Mexico,2012,PC,Percentage,0,Units,33.69416,0
SELFEMPL_T1C,Self-employment rates: total,MEX,Mexico,2013,PC,Percentage,0,Units,32.990390000000005,0
SELFEMPL_T1C,Self-employment rates: total,MEX,Mexico,2014,PC,Percentage,0,Units,32.06425,0
HOURSWKD_T1,Average hours actually worked,MEX,Mexico,2011,HOUR,Hours,0,Units,2247.5,0
HOURSWKD_T1,Average hours actually worked,MEX,Mexico,2012,HOUR,Hours,0,Units,2238.6,0
HOURSWKD_T1,Average hours actually worked,MEX,Mexico,2013,HOUR,Hours,0,Units,2244.2,0
HOURSWKD_T1,Average hours actually worked,MEX,Mexico,2014,HOUR,Hours,0,Units,2242.2,0
HOURSWKD_T1,Average hours actually worked,MEX,Mexico,2015,HOUR,Hours,0,Units,2248.3,0
UNEMPLRT_T1B,Unemployment rates: men,MEX,Mexico,2011,PC,Percentage,0,Units,5.21859,0
UNEMPLRT_T1B,Unemployment rates: men,MEX,Mexico,2012,PC,Percentage,0,Units,4.92588,0
UNEMPLRT_T1B,Unemployment rates: men,MEX,Mexico,2013,PC,Percentage,0,Units,4.915287999999999,0
UNEMPLRT_T1B,Unemployment rates: men,MEX,Mexico,2014,PC,Percentage,0,Units,4.804971,0
UNEMPLRT_T1B,Unemployment rates: men,MEX,Mexico,2015,PC,Percentage,0,Units,4.250906,0
UNEMPLRT_T1A,Unemployment rates: women,MEX,Mexico,2011,PC,Percentage,0,Units,5.156607,0
UNEMPLRT_T1A,Unemployment rates: women,MEX,Mexico,2012,PC,Percentage,0,Units,4.915894000000001,0
UNEMPLRT_T1A,Unemployment rates: women,MEX,Mexico,2013,PC,Percentage,0,Units,4.987776,0
UNEMPLRT_T1A,Unemployment rates: women,MEX,Mexico,2014,PC,Percentage,0,Units,4.874411,0
UNEMPLRT_T1A,Unemployment rates: women,MEX,Mexico,2015,PC,Percentage,0,Units,4.4728129999999995,0
UNEMPLRT_T1C,Unemployment rates: total,MEX,Mexico,2011,PC,Percentage,0,Units,5.195532,0
UNEMPLRT_T1C,Unemployment rates: total,MEX,Mexico,2012,PC,Percentage,0,Units,4.92324,0
UNEMPLRT_T1C,Unemployment rates: total,MEX,Mexico,2013,PC,Percentage,0,Units,4.94335,0
UNEMPLRT_T1C,Unemployment rates: total,MEX,Mexico,2014,PC,Percentage,0,Units,4.831396,0
UNEMPLRT_T1C,Unemployment rates: total,MEX,Mexico,2015,PC,Percentage,0,Units,4.336047,0
LTUNEMP_T1,Long-term unemployment,MEX,Mexico,2011,PC,Percentage,0,Units,2.1035249,0
LTUNEMP_T1,Long-term unemployment,MEX,Mexico,2012,PC,Percentage,0,Units,1.8037488000000002,0
LTUNEMP_T1,Long-term unemployment,MEX,Mexico,2013,PC,Percentage,0,Units,1.6657401,0
LTUNEMP_T1,Long-term unemployment,MEX,Mexico,2014,PC,Percentage,0,Units,1.6353982,0
LTUNEMP_T1,Long-term unemployment,MEX,Mexico,2015,PC,Percentage,0,Units,1.6701700000000002,0
GERD_T1,Gross domestic expenditure on R&D,MEX,Mexico,2011,USD,US Dollar,6,Millions,9231.0477,6
GERD_T1,Gross domestic expenditure on R&D,MEX,Mexico,2012,USD,US Dollar,6,Millions,9107.09,6
GERD_T1,Gross domestic expenditure on R&D,MEX,Mexico,2013,USD,US Dollar,6,Millions,9452.4221,6
GERD_T1,Gross domestic expenditure on R&D,MEX,Mexico,2014,USD,US Dollar,6,Millions,10337.617,6
GERD_T1,Gross domestic expenditure on R&D,MEX,Mexico,2015,USD,US Dollar,6,Millions,10544.64,6
RESEARCH_T1,Researchers,MEX,Mexico,2011,RATIO,Ratio,0,Units,1.1256021999999999,0
RESEARCH_T1,Researchers,MEX,Mexico,2012,RATIO,Ratio,0,Units,0.79938253,0
RESEARCH_T1,Researchers,MEX,Mexico,2013,RATIO,Ratio,0,Units,0.81716153,0
PATENTS_T1,Triadic patent families,MEX,Mexico,2011,NBR,Number,0,Units,17.5833,0
PATENTS_T1,Triadic patent families,MEX,Mexico,2012,NBR,Number,0,Units,15.7119,0
PATENTS_T1,Triadic patent families,MEX,Mexico,2013,NBR,Number,0,Units,18.5552,0
PATENTS_T1,Triadic patent families,MEX,Mexico,2014,NBR,Number,0,Units,24.9829,0
PATENTS_T1,Triadic patent families,MEX,Mexico,2015,NBR,Number,0,Units,27.7664,0
WATER_T1A,Water abstractions per capita,MEX,Mexico,2011,M3,Cubic metres,0,Units,685.0964,0
WATER_T1A,Water abstractions per capita,MEX,Mexico,2012,M3,Cubic metres,0,Units,684.7213,0
WATER_T1A,Water abstractions per capita,MEX,Mexico,2013,M3,Cubic metres,0,Units,666.3447,0
WATER_T1A,Water abstractions per capita,MEX,Mexico,2014,M3,Cubic metres,0,Units,683.6879,0
WATER_T1A,Water abstractions per capita,MEX,Mexico,2015,M3,Cubic metres,0,Units,680.4639,0
WATER_T1B,Total abstractions,MEX,Mexico,2011,M3,Cubic metres,6,Millions,81588.145,6
WATER_T1B,Total abstractions,MEX,Mexico,2012,M3,Cubic metres,6,Millions,82733.715,6
WATER_T1B,Total abstractions,MEX,Mexico,2013,M3,Cubic metres,6,Millions,81651.192,6
WATER_T1B,Total abstractions,MEX,Mexico,2014,M3,Cubic metres,6,Millions,84928.804,6
WATER_T1B,Total abstractions,MEX,Mexico,2015,M3,Cubic metres,6,Millions,85664.24699999999,6
WASTE_T1A,Generation intensities of municipal waste,MEX,Mexico,2011,KG,Kilograms,0,Units,344.80199999999996,0
WASTE_T1A,Generation intensities of municipal waste,MEX,Mexico,2012,KG,Kilograms,0,Units,348.45099999999996,0
PISA_T1G,Mean scores on the mathematics scale in PISA 2012: women,MEX,Mexico,2012,SE,Standard-error,0,Units,406.42692,0
